고유 ID,주문 Id,주문 날짜,배송 날짜,배송 형태,고객번호,고객 이름,세그먼트,국가,지역,시도,시군구,제품 코드,범주,하위 범주,매출,수량,수익,할인율
5150,ID-2022-80433,2022-05-28,2022-06-02,일반 배송,GG-17680,남유비,홈 오피스,대한민국,수도권,경기도,양평군,OFF-AR-10000125,사무용품,필기구,18947.52,2,-8225.28,0.40 
5151,ID-2022-80433,2022-05-28,2022-06-02,일반 배송,GG-17680,남유비,홈 오피스,대한민국,수도권,경기도,양평군,OFF-EN-10001715,사무용품,봉투,39437.28,6,-25006.32,0.40 
5152,ID-2022-80433,2022-05-28,2022-06-02,일반 배송,GG-17680,남유비,홈 오피스,대한민국,수도권,경기도,양평군,OFF-AP-10004293,사무용품,가전,1941349.68,6,96904.08,0.40 
5153,ID-2022-85571,2022-05-28,2022-05-30,빠른 배송,GB-21865,오준탁,소비자,대한민국,대경권,경상북도,안동시,OFF-FA-10002637,사무용품,파스너,24198.48,2,-6095.52,0.40 
5154,IN-2022-51768,2022-05-28,2022-06-02,일반 배송,DJ-12430,임호섭,홈 오피스,대한민국,충청,대전광역시,유성구,FUR-FU-10001129,가구,가구류,103428,4,15422.4,0.00 
5155,IN-2022-20450,2022-05-28,2022-06-02,일반 배송,GG-21490,주경민,소비자,대한민국,수도권,경기도,포천시,FUR-BO-10003046,가구,책장,1116435.798,3,276098.598,0.07 
5156,IN-2022-75701,2022-05-29,2022-06-02,일반 배송,SE-15790,권효영,소비자,대한민국,수도권,서울특별시,서초구,TEC-MA-10000697,사무기기,전산기기,1799448.3,13,129881.7,0.17 
5157,ID-2022-24958,2022-05-29,2022-06-04,일반 배송,SE-17755,반윤형,홈 오피스,대한민국,수도권,서울특별시,종로구,FUR-TA-10001633,가구,탁자,761995.08,2,-239542.92,0.30 
5158,ID-2022-54029,2022-05-29,2022-05-31,빠른 배송,DJ-11260,양예진,소비자,대한민국,충청,대전광역시,대덕구,OFF-AR-10000058,사무용품,필기구,64443.6,2,-6487.2,0.40 
5159,ID-2022-54029,2022-05-29,2022-05-31,빠른 배송,DJ-11260,양예진,소비자,대한민국,충청,대전광역시,대덕구,TEC-AC-10000317,사무기기,악세사리,385119.36,6,12778.56,0.40 
5160,IN-2022-40134,2022-05-29,2022-06-02,일반 배송,GG-20905,홍하영,소비자,대한민국,수도권,경기도,포천시,OFF-LA-10002107,사무용품,라벨,62240.4,6,19828.8,0.00 
5161,ID-2022-26400,2022-05-30,2022-06-05,일반 배송,DJ-18715,김설희,기업 고객,대한민국,충청,대전광역시,서구,OFF-FA-10001339,사무용품,파스너,44372.448,6,-30169.152,0.47 
5162,ID-2022-26400,2022-05-30,2022-06-05,일반 배송,DJ-18715,김설희,기업 고객,대한민국,충청,대전광역시,서구,FUR-CH-10003822,가구,의자,197021.16,3,53904.96,0.27 
5163,IN-2022-68708,2022-05-30,2022-06-03,일반 배송,DJ-10450,민문희,소비자,대한민국,충청,대전광역시,대덕구,FUR-BO-10001679,가구,책장,270237.168,2,101692.368,0.07 
5164,ID-2022-52370,2022-05-30,2022-06-03,일반 배송,JN-15670,성미령,소비자,대한민국,호남,전라남도,순천시,OFF-BI-10002881,사무용품,바인더,41449.536,1,-7510.464,0.17 
5165,ID-2022-52370,2022-05-30,2022-06-03,일반 배송,JN-15670,성미령,소비자,대한민국,호남,전라남도,순천시,FUR-CH-10002573,가구,의자,1731195,5,-237150,0.27 
5166,ID-2022-52370,2022-05-30,2022-06-03,일반 배송,JN-15670,성미령,소비자,대한민국,호남,전라남도,순천시,OFF-BI-10000006,사무용품,바인더,28750.536,2,1332.936,0.17 
5167,ID-2022-69037,2022-05-30,2022-06-03,일반 배송,GB-14575,송지만,소비자,대한민국,대경권,경상북도,의성군,OFF-LA-10003848,사무용품,라벨,9700.2,2,-8782.2,0.50 
5168,ID-2022-67525,2022-05-30,2022-06-02,특급 배송,IC-20440,신기덕,기업 고객,대한민국,수도권,인천광역시,서구,OFF-SU-10002961,사무용품,일반 사무용품,20930.4,4,-9669.6,0.50 
5169,IN-2022-30775,2022-05-30,2022-06-02,빠른 배송,GG-10405,신상호,기업 고객,대한민국,수도권,경기도,고양시,OFF-ST-10004837,사무용품,수납용품,782870.4,6,46818,0.00 
5170,IN-2022-58929,2022-05-30,2022-06-02,빠른 배송,GG-12175,이한울,기업 고객,대한민국,수도권,경기도,광명시,TEC-PH-10004664,사무기기,전화기,3245407.236,6,351871.236,0.17 
5171,IN-2022-58929,2022-05-30,2022-06-02,빠른 배송,GG-12175,이한울,기업 고객,대한민국,수도권,경기도,광명시,OFF-LA-10000471,사무용품,라벨,32436,5,-1224,0.47 
5172,ID-2022-43025,2022-05-30,2022-05-31,특급 배송,DJ-14140,전은준,홈 오피스,대한민국,충청,대전광역시,대덕구,OFF-PA-10004335,사무용품,종이,72632.16,4,-14639.04,0.40 
5173,IN-2022-10699,2022-05-30,2022-06-01,빠른 배송,CB-16420,조다혜,기업 고객,대한민국,충청,충청북도,음성군,OFF-LA-10003627,사무용품,라벨,19140.3,5,2616.3,0.10 
5174,IN-2022-19484,2022-05-31,2022-06-04,일반 배송,GN-14035,노혜미,기업 고객,대한민국,부울경,경상남도,양산시,FUR-CH-10003861,가구,의자,272707.2,2,119952,0.00 
5175,IN-2022-19484,2022-05-31,2022-06-04,일반 배송,GN-14035,노혜미,기업 고객,대한민국,부울경,경상남도,양산시,OFF-SU-10001731,사무용품,일반 사무용품,137241,5,52020,0.00 
5176,IN-2022-10489,2022-05-31,2022-06-02,빠른 배송,GG-14485,서종흠,기업 고객,대한민국,수도권,경기도,동두천시,FUR-BO-10001501,가구,책장,546497.64,2,67240.44,0.35 
5177,IN-2022-10489,2022-05-31,2022-06-02,빠른 배송,GG-14485,서종흠,기업 고객,대한민국,수도권,경기도,동두천시,TEC-AC-10001735,사무기기,악세사리,82130.4,5,-46389.6,0.45 
5178,ID-2022-16180,2022-05-31,2022-06-04,일반 배송,BS-10105,이동권,소비자,대한민국,부울경,부산광역시,사상구,OFF-EN-10000224,사무용품,봉투,53400.06,7,5847.66,0.10 
5179,ID-2022-16180,2022-05-31,2022-06-04,일반 배송,BS-10105,이동권,소비자,대한민국,부울경,부산광역시,사상구,OFF-FA-10000353,사무용품,파스너,40649.04,4,-4149.36,0.10 
5180,IN-2022-52181,2022-05-31,2022-06-04,일반 배송,SE-19045,정동인,홈 오피스,대한민국,수도권,서울특별시,성북구,OFF-ST-10001631,사무용품,수납용품,321259.302,7,104488.902,0.17 
5181,IN-2022-72355,2022-06-01,2022-06-01,당일 배송,SE-17755,반윤형,홈 오피스,대한민국,수도권,서울특별시,종로구,OFF-PA-10001006,사무용품,종이,41799.6,2,17503.2,0.00 
5182,IN-2022-72355,2022-06-01,2022-06-01,당일 배송,SE-17755,반윤형,홈 오피스,대한민국,수도권,서울특별시,종로구,FUR-FU-10004730,가구,가구류,17809.2,1,520.2,0.00 
5183,IN-2022-54736,2022-06-01,2022-06-06,일반 배송,CB-20020,성재민,소비자,대한민국,충청,충청북도,충주시,OFF-PA-10000127,사무용품,종이,55447.2,3,20471.4,0.00 
5184,IN-2022-63773,2022-06-01,2022-06-03,빠른 배송,GG-21820,송의철,소비자,대한민국,수도권,경기도,안산시,OFF-BI-10003874,사무용품,바인더,23623.2,4,4161.6,0.00 
5185,IN-2022-63773,2022-06-01,2022-06-03,빠른 배송,GG-21820,송의철,소비자,대한민국,수도권,경기도,안산시,FUR-BO-10001934,가구,책장,1484222.4,4,118728,0.00 
5186,IN-2022-63773,2022-06-01,2022-06-03,빠른 배송,GG-21820,송의철,소비자,대한민국,수도권,경기도,안산시,OFF-PA-10004185,사무용품,종이,72613.8,3,21756.6,0.00 
5187,IN-2022-63773,2022-06-01,2022-06-03,빠른 배송,GG-21820,송의철,소비자,대한민국,수도권,경기도,안산시,OFF-ST-10000078,사무용품,수납용품,97920,2,6854.4,0.00 
5188,ID-2022-76534,2022-06-01,2022-06-06,일반 배송,SE-21805,양재연,기업 고객,대한민국,수도권,서울특별시,양천구,FUR-TA-10004745,가구,탁자,2485405.44,4,-497115.36,0.30 
5189,ID-2022-83142,2022-06-01,2022-06-03,빠른 배송,DG-19270,장주연,기업 고객,대한민국,대경권,대구광역시,남구,FUR-CH-10000470,가구,의자,563284.8,2,-338007.6,0.40 
5190,IN-2022-63745,2022-06-02,2022-06-05,빠른 배송,SJ-18385,강진원,소비자,대한민국,충청,세종특별자치시,,FUR-BO-10001212,가구,책장,809070.12,2,8941.32,0.10 
5191,ID-2022-49724,2022-06-02,2022-06-06,일반 배송,SE-11620,김정환,소비자,대한민국,수도권,서울특별시,양천구,OFF-EN-10000224,사무용품,봉투,25428.6,5,-8537.4,0.40 
5192,ID-2022-49724,2022-06-02,2022-06-06,일반 배송,SE-11620,김정환,소비자,대한민국,수도권,서울특별시,양천구,TEC-PH-10003481,사무기기,전화기,81481.68,2,-32595.12,0.40 
5193,IN-2022-70283,2022-06-02,2022-06-04,빠른 배송,SE-11620,김정환,소비자,대한민국,수도권,서울특별시,양천구,OFF-SU-10003527,사무용품,일반 사무용품,47185.2,3,11291.4,0.00 
5194,IN-2022-70283,2022-06-02,2022-06-04,빠른 배송,SE-11620,김정환,소비자,대한민국,수도권,서울특별시,양천구,OFF-BI-10000328,사무용품,바인더,154683,3,54070.2,0.00 
5195,IN-2022-70283,2022-06-02,2022-06-04,빠른 배송,SE-11620,김정환,소비자,대한민국,수도권,서울특별시,양천구,OFF-AR-10004651,사무용품,필기구,31579.2,2,4406.4,0.00 
5196,ID-2022-86243,2022-06-03,2022-06-08,일반 배송,SE-12940,나혜원,홈 오피스,대한민국,수도권,서울특별시,중구,OFF-LA-10002486,사무용품,라벨,31726.08,6,-16009.92,0.40 
5197,ID-2022-86243,2022-06-03,2022-06-08,일반 배송,SE-12940,나혜원,홈 오피스,대한민국,수도권,서울특별시,중구,OFF-AR-10002575,사무용품,필기구,123672.96,4,-28959.84,0.40 
5198,IN-2022-49318,2022-06-04,2022-06-09,일반 배송,DG-17095,박하준,소비자,대한민국,대경권,대구광역시,남구,OFF-AR-10000851,사무용품,필기구,92779.2,2,20379.6,0.00 
5199,IN-2022-49318,2022-06-04,2022-06-09,일반 배송,DG-17095,박하준,소비자,대한민국,대경권,대구광역시,남구,TEC-CO-10001703,사무기기,복사기,801505.8,3,376655.4,0.00 
5200,IN-2022-28591,2022-06-04,2022-06-06,빠른 배송,SE-17815,손미혜,소비자,대한민국,수도권,서울특별시,영등포구,OFF-AP-10003021,사무용품,가전,473825.088,1,154116.288,0.17 
5201,ID-2022-12540,2022-06-04,2022-06-05,특급 배송,SE-16570,손보민,소비자,대한민국,수도권,서울특별시,강서구,OFF-FA-10001045,사무용품,파스너,18066.24,2,-416.16,0.10 
5202,ID-2022-66125,2022-06-04,2022-06-10,일반 배송,GB-13630,심소연,소비자,대한민국,대경권,경상북도,경주시,OFF-ST-10004837,사무용품,수납용품,587152.8,5,-26224.2,0.10 
5203,IN-2022-11525,2022-06-04,2022-06-09,일반 배송,JN-14290,유경호,홈 오피스,대한민국,호남,전라남도,장흥군,FUR-FU-10002292,가구,가구류,65539.692,2,12540.492,0.27 
5204,IN-2022-40477,2022-06-04,2022-06-08,일반 배송,CN-18655,정미연,기업 고객,대한민국,충청,충청남도,아산시,TEC-AC-10001840,사무기기,악세사리,73684.8,2,19890,0.00 
5205,IN-2022-40477,2022-06-04,2022-06-08,일반 배송,CN-18655,정미연,기업 고객,대한민국,충청,충청남도,아산시,OFF-LA-10000322,사무용품,라벨,63342,9,9363.6,0.00 
5206,IN-2022-40477,2022-06-04,2022-06-08,일반 배송,CN-18655,정미연,기업 고객,대한민국,충청,충청남도,아산시,FUR-BO-10000203,가구,책장,1579327.2,4,663285.6,0.00 
5207,IN-2022-86061,2022-06-04,2022-06-06,빠른 배송,JB-10945,한규화,소비자,대한민국,호남,전라북도,정읍시,OFF-BI-10002775,사무용품,바인더,6579,1,703.8,0.00 
5208,IN-2022-34835,2022-06-05,2022-06-07,빠른 배송,SE-21685,노우석,홈 오피스,대한민국,수도권,서울특별시,구로구,OFF-LA-10000624,사무용품,라벨,55263.6,6,20379.6,0.00 
5209,IN-2022-39742,2022-06-05,2022-06-09,일반 배송,GB-12265,문규리,소비자,대한민국,대경권,경상북도,김천시,OFF-LA-10001497,사무용품,라벨,4896,1,765,0.00 
5210,IN-2022-39742,2022-06-05,2022-06-09,일반 배송,GB-12265,문규리,소비자,대한민국,대경권,경상북도,김천시,FUR-FU-10003540,가구,가구류,17962.2,1,6456.6,0.00 
5211,IN-2022-39742,2022-06-05,2022-06-09,일반 배송,GB-12265,문규리,소비자,대한민국,대경권,경상북도,김천시,OFF-AR-10001132,사무용품,필기구,161751.6,6,71053.2,0.00 
5212,IN-2022-39742,2022-06-05,2022-06-09,일반 배송,GB-12265,문규리,소비자,대한민국,대경권,경상북도,김천시,FUR-CH-10002510,가구,의자,480420,5,220932,0.00 
5213,IN-2022-76667,2022-06-05,2022-06-10,일반 배송,GJ-16990,서윤아,기업 고객,대한민국,호남,광주광역시,서구,OFF-LA-10000635,사무용품,라벨,24174,2,9669.6,0.00 
5214,IN-2022-76667,2022-06-05,2022-06-10,일반 배송,GJ-16990,서윤아,기업 고객,대한민국,호남,광주광역시,서구,OFF-SU-10000970,사무용품,일반 사무용품,148960.8,4,19339.2,0.00 
5215,IN-2022-76667,2022-06-05,2022-06-10,일반 배송,GJ-16990,서윤아,기업 고객,대한민국,호남,광주광역시,서구,OFF-LA-10000271,사무용품,라벨,46022.4,4,21542.4,0.00 
5216,IN-2022-27296,2022-06-05,2022-06-09,일반 배송,GW-18205,송승환,기업 고객,대한민국,강원,강원도,횡성군,OFF-BI-10003784,사무용품,바인더,28669.14,3,11410.74,0.10 
5217,IN-2022-27296,2022-06-05,2022-06-09,일반 배송,GW-18205,송승환,기업 고객,대한민국,강원,강원도,횡성군,OFF-BI-10002684,사무용품,바인더,10657.98,3,4415.58,0.10 
5218,IN-2022-51334,2022-06-05,2022-06-10,일반 배송,GJ-13990,차성종,소비자,대한민국,호남,광주광역시,북구,OFF-ST-10003411,사무용품,수납용품,239904,5,35955,0.00 
5219,IN-2022-51334,2022-06-05,2022-06-10,일반 배송,GJ-13990,차성종,소비자,대한민국,호남,광주광역시,북구,TEC-CO-10002119,사무기기,복사기,903587.4,3,162577.8,0.00 
5220,ID-2022-72362,2022-06-05,2022-06-10,일반 배송,SE-11845,현다영,기업 고객,대한민국,수도권,서울특별시,용산구,TEC-AC-10002601,사무기기,악세사리,277165.62,2,-62800.38,0.47 
5221,ID-2022-72362,2022-06-05,2022-06-10,일반 배송,SE-11845,현다영,기업 고객,대한민국,수도권,서울특별시,용산구,OFF-FA-10004447,사무용품,파스너,18066.852,2,-4821.948,0.47 
5222,IN-2022-59216,2022-06-06,2022-06-10,일반 배송,SE-17350,양세윤,소비자,대한민국,수도권,서울특별시,성북구,OFF-AR-10000242,사무용품,필기구,147951,5,26622,0.00 
5223,IN-2022-33785,2022-06-06,2022-06-12,일반 배송,US-11680,장재찬,소비자,대한민국,부울경,울산광역시,동구,FUR-BO-10001326,가구,책장,147614.4,1,25092,0.00 
5224,IN-2022-33785,2022-06-06,2022-06-12,일반 배송,US-11680,장재찬,소비자,대한민국,부울경,울산광역시,동구,FUR-BO-10000195,가구,책장,253184.4,2,98715.6,0.00 
5225,IN-2022-42269,2022-06-06,2022-06-10,일반 배송,CB-14440,정경진,소비자,대한민국,충청,충청북도,증평군,TEC-PH-10000030,사무기기,전화기,3244365,5,1102977,0.00 
5226,IN-2022-55548,2022-06-07,2022-06-08,특급 배송,SE-19135,강병훈,홈 오피스,대한민국,수도권,서울특별시,구로구,FUR-CH-10000026,가구,의자,270259.2,2,10771.2,0.00 
5227,ID-2022-54715,2022-06-07,2022-06-11,일반 배송,IC-12655,구예원,홈 오피스,대한민국,수도권,인천광역시,부평구,TEC-AC-10004054,사무기기,악세사리,72766.8,2,-26254.8,0.50 
5228,ID-2022-24545,2022-06-07,2022-06-13,일반 배송,CN-12445,남산,소비자,대한민국,충청,충청남도,청양군,OFF-AR-10003446,사무용품,필기구,101484.9,5,-11276.1,0.10 
5229,ID-2022-24545,2022-06-07,2022-06-13,일반 배송,CN-12445,남산,소비자,대한민국,충청,충청남도,청양군,TEC-PH-10001730,사무기기,전화기,132577.56,1,4394.16,0.10 
5230,IN-2022-73951,2022-06-07,2022-06-09,빠른 배송,GJ-19120,류은하수,소비자,대한민국,호남,광주광역시,남구,OFF-AP-10003500,사무용품,가전,3775550.4,12,1056801.6,0.00 
5231,IN-2022-73951,2022-06-07,2022-06-09,빠른 배송,GJ-19120,류은하수,소비자,대한민국,호남,광주광역시,남구,TEC-AC-10000861,사무기기,악세사리,259243.2,1,41463,0.00 
5232,IN-2022-66265,2022-06-07,2022-06-07,당일 배송,GG-20200,문제원,소비자,대한민국,수도권,경기도,화성시,OFF-PA-10003350,사무용품,종이,68078.88,3,21169.08,0.10 
5233,IN-2022-66265,2022-06-07,2022-06-07,당일 배송,GG-20200,문제원,소비자,대한민국,수도권,경기도,화성시,FUR-CH-10002749,가구,의자,368788.14,7,28638.54,0.10 
5234,IN-2022-66265,2022-06-07,2022-06-07,당일 배송,GG-20200,문제원,소비자,대한민국,수도권,경기도,화성시,OFF-BI-10002386,사무용품,바인더,31505.76,4,660.96,0.10 
5235,IN-2022-66265,2022-06-07,2022-06-07,당일 배송,GG-20200,문제원,소비자,대한민국,수도권,경기도,화성시,OFF-AR-10003461,사무용품,필기구,23904.72,1,10073.52,0.10 
5236,IN-2022-66265,2022-06-07,2022-06-07,당일 배송,GG-20200,문제원,소비자,대한민국,수도권,경기도,화성시,OFF-AR-10003461,사무용품,필기구,23904.72,1,10073.52,0.10 
5237,ID-2022-72243,2022-06-07,2022-06-12,일반 배송,US-20890,민효신,기업 고객,대한민국,부울경,울산광역시,중구,OFF-BI-10004098,사무용품,바인더,53538.984,2,-10353.816,0.17 
5238,ID-2022-72243,2022-06-07,2022-06-12,일반 배송,US-20890,민효신,기업 고객,대한민국,부울경,울산광역시,중구,FUR-BO-10004404,가구,책장,92399.454,1,-23482.746,0.37 
5239,IN-2022-17146,2022-06-07,2022-06-11,일반 배송,GG-19840,신형우,소비자,대한민국,수도권,경기도,가평군,OFF-SU-10004766,사무용품,일반 사무용품,44422.02,1,17738.82,0.10 
5240,ID-2022-66811,2022-06-07,2022-06-11,일반 배송,JN-10750,임미정,소비자,대한민국,호남,전라남도,영광군,TEC-AC-10002533,사무기기,악세사리,233784,4,-158997.6,0.50 
5241,IN-2022-33022,2022-06-07,2022-06-07,당일 배송,SE-17890,허춘삼,홈 오피스,대한민국,수도권,서울특별시,성북구,OFF-AP-10004168,사무용품,가전,454141.638,1,-10947.762,0.17 
5242,ID-2022-63570,2022-06-08,2022-06-13,일반 배송,BS-21325,권은아,소비자,대한민국,부울경,부산광역시,서구,TEC-CO-10003570,사무기기,복사기,469563.12,2,-50575.68,0.35 
5243,ID-2022-63570,2022-06-08,2022-06-13,일반 배송,BS-21325,권은아,소비자,대한민국,부울경,부산광역시,서구,OFF-ST-10004315,사무용품,수납용품,118718.82,1,-86362.38,0.45 
5244,ID-2022-63570,2022-06-08,2022-06-13,일반 배송,BS-21325,권은아,소비자,대한민국,부울경,부산광역시,서구,OFF-BI-10004078,사무용품,바인더,166594.05,7,1874.25,0.15 
5245,ID-2022-63570,2022-06-08,2022-06-13,일반 배송,BS-21325,권은아,소비자,대한민국,부울경,부산광역시,서구,OFF-AR-10004486,사무용품,필기구,56683.44,2,-19632.96,0.45 
5246,IN-2022-83289,2022-06-08,2022-06-13,일반 배송,GW-16135,김선일,홈 오피스,대한민국,강원,강원도,횡성군,TEC-AC-10001295,사무기기,악세사리,417261.6,4,191923.2,0.00 
5247,IN-2022-83289,2022-06-08,2022-06-13,일반 배송,GW-16135,김선일,홈 오피스,대한민국,강원,강원도,횡성군,OFF-EN-10003512,사무용품,봉투,76744.8,4,29865.6,0.00 
5248,IN-2022-83289,2022-06-08,2022-06-13,일반 배송,GW-16135,김선일,홈 오피스,대한민국,강원,강원도,횡성군,TEC-PH-10001360,사무기기,전화기,1300500,2,143024.4,0.00 
5249,IN-2022-27541,2022-06-08,2022-06-09,특급 배송,SE-18460,김지담,기업 고객,대한민국,수도권,서울특별시,성동구,OFF-AP-10000904,사무용품,가전,102375.36,3,8372.16,0.15 
5250,IN-2022-30460,2022-06-08,2022-06-13,일반 배송,SE-20740,신은정,홈 오피스,대한민국,수도권,서울특별시,강북구,TEC-CO-10003917,사무기기,복사기,818309.79,5,351812.79,0.07 
5251,IN-2022-30460,2022-06-08,2022-06-13,일반 배송,SE-20740,신은정,홈 오피스,대한민국,수도권,서울특별시,강북구,OFF-EN-10003632,사무용품,봉투,77781.528,4,-47066.472,0.47 
5252,IN-2022-35017,2022-06-08,2022-06-10,빠른 배송,SE-20740,신은정,홈 오피스,대한민국,수도권,서울특별시,강북구,OFF-EN-10004418,사무용품,봉투,44370,5,6120,0.00 
5253,ID-2022-26526,2022-06-08,2022-06-14,일반 배송,JB-12040,안인경,홈 오피스,대한민국,호남,전라북도,무주군,OFF-PA-10001327,사무용품,종이,130635.99,5,-93815.01,0.47 
5254,IN-2022-76352,2022-06-08,2022-06-10,빠른 배송,SE-14935,원종호,기업 고객,대한민국,수도권,서울특별시,강동구,OFF-AR-10001518,사무용품,필기구,98923.68,6,3268.08,0.40 
5255,IN-2022-76352,2022-06-08,2022-06-10,빠른 배송,SE-14935,원종호,기업 고객,대한민국,수도권,서울특별시,강동구,OFF-AR-10002364,사무용품,필기구,17809.2,2,-5385.6,0.40 
5256,IN-2022-76352,2022-06-08,2022-06-10,빠른 배송,SE-14935,원종호,기업 고객,대한민국,수도권,서울특별시,강동구,TEC-MA-10000199,사무기기,전산기기,761940,4,-444556.8,0.40 
5257,IN-2022-71151,2022-06-08,2022-06-11,특급 배송,JN-14290,유경호,홈 오피스,대한민국,호남,전라남도,장흥군,OFF-FA-10001026,사무용품,파스너,99144,8,0,0.10 
5258,IN-2022-40050,2022-06-08,2022-06-10,빠른 배송,GW-10225,윤소율,기업 고객,대한민국,강원,강원도,영월군,OFF-SU-10001869,사무용품,일반 사무용품,70410.6,3,1377,0.00 
5259,IN-2022-40050,2022-06-08,2022-06-10,빠른 배송,GW-10225,윤소율,기업 고객,대한민국,강원,강원도,영월군,FUR-CH-10003232,가구,의자,3364225.2,7,1076355,0.00 
5260,ID-2022-83730,2022-06-08,2022-06-12,일반 배송,GJ-21100,전병만,소비자,대한민국,호남,광주광역시,광산구,FUR-CH-10003948,가구,의자,223220.88,2,-22374.72,0.40 
5261,ID-2022-52139,2022-06-08,2022-06-11,빠른 배송,SE-20050,차진미,홈 오피스,대한민국,수도권,서울특별시,서초구,OFF-BI-10002632,사무용품,바인더,52479,2,-24143.4,0.50 
5262,IN-2022-12757,2022-06-08,2022-06-10,빠른 배송,GJ-18760,한성주,소비자,대한민국,호남,광주광역시,남구,OFF-AP-10002186,사무용품,가전,435132,5,34731,0.00 
5263,ID-2022-65369,2022-06-08,2022-06-14,일반 배송,CN-16735,한수연,소비자,대한민국,충청,충청남도,부여군,OFF-ST-10003306,사무용품,수납용품,217356.084,2,-18386.316,0.17 
5264,ID-2022-65369,2022-06-08,2022-06-14,일반 배송,CN-16735,한수연,소비자,대한민국,충청,충청남도,부여군,OFF-LA-10002741,사무용품,라벨,30246.57,5,-12134.43,0.47 
5265,IN-2022-41975,2022-06-09,2022-06-09,당일 배송,GJ-13240,남세현,홈 오피스,대한민국,호남,광주광역시,광산구,FUR-CH-10002061,가구,의자,970754.4,2,232927.2,0.00 
5266,IN-2022-41975,2022-06-09,2022-06-09,당일 배송,GJ-13240,남세현,홈 오피스,대한민국,호남,광주광역시,광산구,TEC-MA-10003084,사무기기,전산기기,612306,5,0,0.00 
5267,IN-2022-33400,2022-06-09,2022-06-14,일반 배송,GG-21625,남은준,소비자,대한민국,수도권,경기도,의정부시,FUR-TA-10000222,가구,탁자,1203696.9,5,154728.9,0.30 
5268,ID-2022-39126,2022-06-09,2022-06-16,일반 배송,SE-12235,정단비,소비자,대한민국,수도권,서울특별시,서초구,TEC-CO-10001391,사무기기,복사기,64183.5,1,-51362.1,0.50 
5269,IN-2022-19624,2022-06-09,2022-06-11,빠른 배송,GG-18595,조동관,홈 오피스,대한민국,수도권,경기도,용인시,FUR-FU-10001477,가구,가구류,110833.2,1,18819,0.00 
5270,IN-2022-19624,2022-06-09,2022-06-11,빠른 배송,GG-18595,조동관,홈 오피스,대한민국,수도권,경기도,용인시,OFF-PA-10004946,사무용품,종이,173196,5,38097,0.00 
5271,IN-2022-55184,2022-06-09,2022-06-15,일반 배송,GG-19555,진라희,소비자,대한민국,수도권,경기도,양평군,OFF-BI-10004140,사무용품,바인더,34272,5,15300,0.00 
5272,ID-2022-37229,2022-06-09,2022-06-15,일반 배송,GB-16405,현호섭,홈 오피스,대한민국,대경권,경상북도,경주시,OFF-FA-10001838,사무용품,파스너,21602.376,3,-11904.624,0.47 
5273,IN-2022-61134,2022-06-10,2022-06-14,일반 배송,GW-12595,유휘재,소비자,대한민국,강원,강원도,정선군,OFF-PA-10000344,사무용품,종이,116328.96,6,51701.76,0.10 
5274,IN-2022-61134,2022-06-10,2022-06-14,일반 배송,GW-12595,유휘재,소비자,대한민국,강원,강원도,정선군,OFF-AR-10001228,사무용품,필기구,11208.78,1,3099.78,0.10 
5275,IN-2022-60812,2022-06-11,2022-06-13,빠른 배송,SE-19780,배나리,소비자,대한민국,수도권,서울특별시,송파구,OFF-LA-10001803,사무용품,라벨,16964.64,2,563.04,0.10 
5276,IN-2022-60812,2022-06-11,2022-06-13,빠른 배송,SE-19780,배나리,소비자,대한민국,수도권,서울특별시,송파구,TEC-PH-10000297,사무기기,전화기,59927.04,1,19290.24,0.10 
5277,IN-2022-60812,2022-06-11,2022-06-13,빠른 배송,SE-19780,배나리,소비자,대한민국,수도권,서울특별시,송파구,OFF-ST-10001753,사무용품,수납용품,314231.4,7,17350.2,0.10 
5278,IN-2022-60812,2022-06-11,2022-06-13,빠른 배송,SE-19780,배나리,소비자,대한민국,수도권,서울특별시,송파구,OFF-EN-10002757,사무용품,봉투,130870.08,3,5746.68,0.10 
5279,IN-2022-60812,2022-06-11,2022-06-13,빠른 배송,SE-19780,배나리,소비자,대한민국,수도권,서울특별시,송파구,OFF-SU-10004306,사무용품,일반 사무용품,112445.82,3,-7536.78,0.10 
5280,IN-2022-60812,2022-06-11,2022-06-13,빠른 배송,SE-19780,배나리,소비자,대한민국,수도권,서울특별시,송파구,OFF-PA-10003381,사무용품,종이,128308.86,3,21361.86,0.10 
5281,ID-2022-30075,2022-06-11,2022-06-14,빠른 배송,JB-17635,박도희,기업 고객,대한민국,호남,전라북도,익산시,OFF-PA-10002461,사무용품,종이,37944,5,-15300,0.50 
5282,IN-2022-11973,2022-06-11,2022-06-15,일반 배송,CN-19225,백소희,소비자,대한민국,충청,충청남도,부여군,FUR-BO-10004537,가구,책장,341849.43,3,10451.43,0.35 
5283,IN-2022-11973,2022-06-11,2022-06-15,일반 배송,CN-19225,백소희,소비자,대한민국,충청,충청남도,부여군,OFF-LA-10000615,사무용품,라벨,17923.95,3,-6862.05,0.45 
5284,IN-2022-11973,2022-06-11,2022-06-15,일반 배송,CN-19225,백소희,소비자,대한민국,충청,충청남도,부여군,OFF-LA-10000322,사무용품,라벨,30967.2,8,-17013.6,0.45 
5285,IN-2022-48184,2022-06-11,2022-06-11,당일 배송,BS-18445,조우철,홈 오피스,대한민국,부울경,부산광역시,수영구,TEC-CO-10003819,사무기기,복사기,976752,4,0,0.00 
